Br,Bt,Bn,B,ddoy,Vr,Vt,Vn,Np,Tp,Vsw,Beta_p,date
4.2748294,-10.419686,-1.5488772,11.368511,50.08436342592593,397.3649,63.016487,1.8846786,12.473945,14.828777,402.35315,0.57630575,2023-02-19 02:01:29.999997
4.3223424,-10.097675,-3.3828697,11.493019,50.08506944444444,399.21625,59.4229,17.206459,12.837912,12.402595,403.98145,0.48538864,2023-02-19 02:02:30.000004
6.458947,-9.293991,-1.539797,11.422226,50.08576388888889,387.17276,50.22506,10.881347,12.510121,9.659097,390.5702,0.37294734,2023-02-19 02:03:30.000000
6.445511,-9.403672,-1.5461835,11.504971,50.08644675925926,386.25613,53.597027,6.161557,12.474348,12.063785,390.01303,0.45780587,2023-02-19 02:04:29.999997
7.585541,-8.664938,-1.087928,11.567419,50.087152777777774,381.7288,46.39498,11.7562275,12.461806,8.408731,384.7177,0.31534755,2023-02-19 02:05:30.000003
8.279979,-8.292949,1.0668812,11.767297,50.08784722222222,378.824,42.627934,-2.7638707,11.983708,6.1203403,381.24142,0.21328698,2023-02-19 02:06:30.000000
9.050137,-7.445467,2.34763,11.952043,50.08853009259259,378.00104,43.188633,-5.4808054,11.804455,6.425558,380.50253,0.21380776,2023-02-19 02:07:29.999996
8.990647,-7.776357,2.0109327,12.056007,50.08923611111111,377.00974,40.482197,-4.1211023,12.141599,6.3055506,379.2075,0.21210104,2023-02-19 02:08:30.000003
9.040113,-7.299151,3.397894,12.105658,50.08991898148148,379.60452,37.569202,-10.820024,11.398357,4.766977,381.6126,0.14929989,2023-02-19 02:09:29.999999
8.661428,-7.60093,2.8381472,11.868006,50.09061342592592,380.20966,38.841843,-10.291034,12.388611,5.3062377,382.3279,0.18793376,2023-02-19 02:10:29.999995
9.176596,-6.9992623,3.0711265,11.94284,50.091319444444444,378.2233,34.206272,-10.369964,12.184506,3.6738155,379.9098,0.12637495,2023-02-19 02:11:30.000002
8.693774,-6.896967,4.10998,11.833926,50.09200231481481,378.2657,34.28134,-15.164407,11.663601,3.767246,380.1187,0.12634262,2023-02-19 02:12:29.999998
7.783187,-8.730244,2.4976764,11.959663,50.09269675925926,383.95752,44.895985,-12.405891,12.273028,7.1710305,386.78342,0.24776861,2023-02-19 02:13:29.999995
6.9020877,-8.602621,4.053574,11.750547,50.093402777777776,386.692,44.85279,-19.27956,11.431674,6.4010425,389.76895,0.21340044,2023-02-19 02:14:30.000001
8.552206,-8.184919,1.045141,11.883831,50.094085648148145,378.0646,43.615585,-2.655326,12.562158,6.884018,380.59433,0.24657229,2023-02-19 02:15:29.999998
9.242445,-7.2707186,2.502571,12.022853,50.094791666666666,375.55215,37.132706,-9.361411,12.101521,5.0764537,377.50055,0.17113398,2023-02-19 02:16:30.000004
6.3799477,-9.79226,1.465135,11.77874,50.095486111111114,387.00702,52.320366,-13.557284,11.9445305,10.608629,390.76642,0.36777446,2023-02-19 02:17:30.000001
8.716309,-7.608226,2.5970304,11.857643,50.09616898148148,376.15286,38.869747,-12.687425,11.89673,5.7785087,378.36932,0.19687817,2023-02-19 02:18:29.999997
8.607,-7.867627,2.4870338,11.923311,50.096875,378.52887,41.049706,-10.233837,11.840777,4.6901207,380.88617,0.15729734,2023-02-19 02:19:30.000004
8.643264,-7.9445324,2.3245332,11.967668,50.097569444444446,377.8069,41.391365,-10.737123,12.525155,6.2559514,380.21912,0.2202969,2023-02-19 02:20:30.000000
8.255254,-8.404108,1.9012313,11.932851,50.098252314814815,379.87308,45.583366,-10.085232,12.198138,6.961262,382.73343,0.24012871,2023-02-19 02:21:29.999996
8.2140045,-8.4929,1.8283124,11.9558325,50.098958333333336,380.24237,44.81361,-9.521806,11.930268,7.0687227,382.99304,0.237565,2023-02-19 02:22:30.000003
8.08889,-8.567273,1.6993442,11.904456,50.099641203703705,380.24033,44.886307,-8.225035,11.722215,7.3945694,382.96906,0.24629432,2023-02-19 02:23:29.999999
8.091988,-8.422431,2.139014,11.874046,50.100335648148146,379.37506,44.86393,-8.813799,11.568007,6.3517375,382.1204,0.20984787,2023-02-19 02:24:29.999996
8.171346,-7.6828647,3.528124,11.757762,50.10104166666667,378.7005,41.66629,-15.778642,11.782097,5.680044,381.31244,0.19492877,2023-02-19 02:25:30.000002
6.857539,-9.340768,1.8948828,11.741651,50.101724537037036,385.56183,51.458107,-17.174707,11.307163,9.716033,389.36127,0.32087454,2023-02-19 02:26:29.999999
7.2617173,-8.923423,2.1328876,11.700822,50.102418981481485,382.55524,48.32824,-14.575654,11.440716,8.189349,385.8725,0.2755629,2023-02-19 02:27:29.999995
7.499349,-8.633704,2.6472087,11.738348,50.103125,382.34647,45.65602,-14.809549,11.196957,7.212134,385.34778,0.23599386,2023-02-19 02:28:30.000002
7.234623,-8.770528,3.014348,11.762152,50.10380787037037,383.55093,46.542896,-16.049393,11.053542,7.069361,386.70145,0.22743589,2023-02-19 02:29:29.999998
7.8070664,-7.9802713,3.4190276,11.675819,50.10451388888889,379.46796,43.23843,-17.968027,11.175789,6.873404,382.34665,0.22689569,2023-02-19 02:30:30.000004
7.810028,-8.27707,2.9474661,11.755593,50.10520833333333,381.98828,42.544228,-13.85159,10.766916,4.488518,384.60242,0.14081734,2023-02-19 02:31:30.000001
7.9890695,-8.33467,2.4888308,11.81043,50.105891203703706,377.6866,45.571976,-14.812521,10.974542,6.738455,380.71466,0.21348447,2023-02-19 02:32:29.999997
7.9648643,-8.42092,2.3242643,11.821725,50.10659722222222,379.31018,45.55187,-13.156212,11.070111,6.1348305,382.26352,0.1956788,2023-02-19 02:33:30.000004
8.95554,-6.91868,3.1269972,11.740866,50.10729166666667,378.13275,35.907585,-13.301602,11.5091305,4.343227,380.0667,0.14601777,2023-02-19 02:34:30.000000
5.810876,-10.088695,-0.47879478,11.652351,50.10797453703704,389.8092,53.09627,-9.839806,12.870606,12.058166,393.5352,0.4602608,2023-02-19 02:35:29.999997
6.6624713,-9.511582,0.2536134,11.615638,50.10868055555556,383.67923,50.90444,-12.831676,12.576682,11.00437,387.2591,0.41304377,2023-02-19 02:36:30.000003
6.497258,-9.58593,-0.07793184,11.580608,50.109375,383.62598,52.055496,-10.585021,12.967619,10.963932,387.28665,0.42688876,2023-02-19 02:37:30.000000
6.2498975,-8.807791,3.8589122,11.468636,50.11005787037037,386.4876,46.264587,-21.080318,11.229416,8.007663,389.82547,0.27528998,2023-02-19 02:38:29.999996
6.932752,-9.179664,0.7861609,11.530279,50.11076388888889,384.6302,47.912674,-11.407804,12.075211,8.402114,387.77228,0.30729437,2023-02-19 02:39:30.000002
6.120318,-9.566783,0.6458577,11.375358,50.11144675925926,386.8112,52.6504,-12.951736,12.357542,11.469819,390.59387,0.441072,2023-02-19 02:40:29.999999
6.237778,-9.573762,0.10147741,11.427033,50.1121412037037,385.14713,52.220886,-12.154443,12.36719,10.978922,388.8636,0.41871127,2023-02-19 02:41:29.999995
7.192455,-8.91841,1.1447527,11.514335,50.11284722222222,380.005,55.3336,-15.072748,10.946857,11.383433,384.3086,0.37847388,2023-02-19 02:42:30.000002
7.2122602,-8.947876,0.9909915,11.535304,50.11353009259259,378.0862,53.317566,-16.54734,11.591413,11.449168,382.18655,0.40160877,2023-02-19 02:43:29.999998
