ddoy B Bx By Bz Np Vth Vsw
273.433 8.27461 3.22128 -3.31006 6.85993 10.1144 22.8032 358.059
273.434 8.26112 3.09489 -3.53189 6.79601 10.6349 21.592 358.323
273.435 8.24374 3.05616 -3.57206 6.77014 10.897 19.9708 357.415
273.436 8.30199 2.93063 -3.76092 6.79288 10.6395 22.9798 356.803
273.437 8.23346 2.67884 -3.93616 6.71546 9.91475 23.3372 358.835
273.438 8.16024 2.57476 -4.13319 6.54543 10.1103 23.251 358.057
273.439 8.14031 2.5759 -3.97295 6.62033 10.7281 23.3023 358.495
273.44 8.10121 2.71725 -3.86904 6.57647 10.4678 23.4949 358.524
273.442 8.01827 2.86507 -4.34335 6.07853 10.1795 22.0951 356.771
273.443 8.06395 2.58732 -4.34905 6.22765 10.4006 22.7907 360.925
273.444 8.16992 2.37479 -3.96966 6.70896 10.7125 23.4192 361.282
273.445 8.31822 2.75232 -3.99421 6.74903 10.3815 22.4307 359.207
273.446 8.38148 2.79818 -3.88889 6.86966 10.3573 21.1698 359.797
273.447 8.3086 2.71525 -3.4966 7.02261 11.1735 23.396 358.013
273.448 8.41568 2.74784 -3.47564 7.15274 10.1159 21.1299 357.705
273.449 8.33651 3.00725 -4.16374 6.56092 10.5427 21.3752 357.151
273.45 8.4568 3.33746 -4.43852 6.37052 9.74855 20.5672 356.958
273.451 8.58232 3.71336 -3.97538 6.63391 9.30647 20.8264 356.753
273.453 8.58317 3.52887 -4.01872 6.70592 8.95493 20.665 354.552
273.454 8.5998 3.58086 -3.98955 6.7236 9.32159 21.3561 355.969
273.455 8.55157 3.67377 -3.81048 6.71365 9.68926 20.9751 355.313
273.456 8.52362 3.44989 -4.03727 6.63809 9.72933 20.2199 358.113
273.457 8.29925 3.55973 -4.47642 5.9977 11.4677 20.2038 353.828
273.458 8.26722 3.55475 -4.82256 5.69427 11.7896 21.6856 355.611
273.459 8.2631 3.28815 -4.91175 5.76194 11.7721 19.9901 353.826
273.461 8.26061 3.05068 -4.98193 5.8362 11.4962 19.9735 353.384
273.462 8.16646 3.00971 -5.19518 5.53076 12.2396 20.9198 355.342
273.463 8.18393 3.44142 -5.05003 5.43842 11.4476 20.1069 356.184
273.464 8.1926 3.15991 -5.33205 5.3444 11.6762 20.3118 352.793
273.465 8.19231 3.30872 -5.48545 5.09324 11.4306 19.4589 351.892
273.466 8.09694 2.95519 -5.35637 5.29336 11.4678 21.2137 352.106
273.467 8.08478 2.74249 -5.41597 5.31146 11.5955 19.2214 349.943
273.468 8.01992 2.54503 -5.30316 5.44333 12.877 20.2743 349.949
273.469 8.00952 2.72752 -5.25976 5.37735 13.4766 20.6764 348.785
273.471 7.92893 2.69826 -4.98963 5.50683 13.7551 18.8983 348.002
273.472 7.97893 2.77031 -5.03055 5.52307 12.697 18.7066 350.439
273.473 8.01424 2.98707 -5.43743 5.07107 12.4833 18.9382 350.35
273.474 8.04684 2.91754 -5.56129 5.02942 12.5343 18.8628 352.635
273.475 7.8955 2.65339 -5.71112 4.71003 13.6057 17.8405 351.41
273.476 7.86295 1.77644 -6.60056 3.84592 13.5836 17.6194 347.884
273.477 7.90276 2.1586 -6.78561 3.4059 13.385 17.715 349.207
273.478 8.07143 2.65088 -6.66621 3.6755 11.9196 16.6744 346.156
273.48 8.23379 2.88456 -6.55589 4.04511 11.8972 16.0643 348.744
273.481 8.25335 3.54954 -5.87425 4.45546 13.0577 18.5544 348.829
273.482 8.19447 3.55441 -5.83555 4.4901 12.3726 17.4761 347.417
273.483 8.10462 3.76671 -5.82616 4.18063 13.0321 16.8798 349.444
273.484 8.0365 3.45987 -6.13611 3.84442 13.283 17.0163 350.759
273.485 7.87825 2.76635 -6.71575 3.03971 13.6713 16.8087 349.926
273.486 7.58768 2.59612 -6.52071 2.87392 15.1598 17.9546 351.434
273.487 7.76286 3.04175 -5.95466 3.72665 14.4841 16.7492 349.698
273.488 8.131 3.99701 -5.39273 4.56386 12.6629 17.211 347.005
273.489 8.10863 3.75978 -5.75345 4.23347 12.5372 16.7829 345.462
273.491 8.26995 3.18935 -5.63603 5.13782 11.9712 16.5591 348.362
273.492 8.78523 3.16106 -5.57678 5.99204 10.1827 18.696 350.452
273.493 8.96654 2.9117 -5.8246 6.16076 8.45556 16.313 353.333
273.494 9.08794 2.94191 -6.07588 6.0804 7.57179 16.1505 353.93
273.495 9.20796 3.01145 -6.28711 6.01333 6.83737 16.3576 354.49
273.496 9.29725 3.09547 -6.47675 5.90474 5.78719 15.4737 353.763
273.497 9.37968 3.34443 -6.58305 5.77454 5.5436 16.1307 354.809
273.498 9.37802 3.42649 -6.2964 6.04332 6.19586 14.8594 353.436
273.5 9.40908 3.52332 -6.18346 6.15273 6.21813 14.251 353.099
273.501 9.47989 3.31213 -5.99688 6.55071 6.36195 13.944 351.452
273.502 9.49605 3.36612 -5.97123 6.57073 6.4795 13.7293 351.154
273.503 9.43859 3.44909 -6.11548 6.30531 7.44326 16.3055 350.104
273.504 9.44772 3.67282 -6.29136 6.00996 6.91519 13.7116 351.994
273.505 9.51569 3.84203 -6.31756 5.98893 6.48201 13.8439 350.682
273.506 9.52786 3.76517 -6.29892 6.07583 6.44157 14.0411 349.257
273.507 9.52888 3.8031 -6.42407 5.9191 6.69452 14.432 349.567
273.509 9.57541 3.87953 -6.50863 5.85145 6.33463 13.9632 349.226
273.51 9.51794 3.82781 -6.67749 5.59732 6.38144 13.634 349.033
273.511 9.50997 3.74374 -6.81931 5.46952 6.22375 13.3819 349.348
273.512 9.49599 3.64449 -6.95314 5.33587 6.36198 13.6192 348.214
273.513 9.49246 3.61124 -7.28312 4.89858 6.67216 13.3111 350.173
273.514 9.49408 3.7064 -7.17648 4.97864 6.77094 15.4558 348.804
273.515 9.50104 3.65403 -7.11927 5.11923 6.33965 12.9147 348.464
273.516 9.49849 3.56715 -7.11641 5.18158 6.4471 13.204 346.123
273.517 9.4962 3.64316 -7.0803 5.17404 6.48221 13.1978 346.009
273.518 9.49637 3.69357 -7.022 5.21795 6.38197 13.0203 346.82
273.52 9.49711 3.76455 -6.97397 5.23247 6.4579 13.2661 347.037
273.521 9.50397 3.78009 -6.98987 5.21172 6.46079 13.3962 347.722
273.522 9.51235 3.69384 -7.15964 5.05574 6.11865 13.2197 347.342
273.523 9.50219 3.44685 -7.5199 4.67324 6.19172 13.2794 348.051
273.524 9.48071 3.44535 -7.5418 4.59357 6.52117 13.3222 348.43
273.525 9.45013 3.43069 -7.47774 4.64494 6.73131 15.6249 346.723
273.526 9.41507 3.84483 -7.04285 4.90966 6.90406 13.717 344.211
273.527 9.36824 3.67557 -7.09357 4.89033 6.86627 13.2477 342.076
273.529 9.38003 3.59595 -7.17969 4.84606 7.10291 13.9727 341.955
273.53 9.43218 3.64814 -7.23444 4.826 6.3843 13.805 343.262
273.531 9.42006 3.53071 -7.32316 4.75633 6.4349 13.6191 343.195
273.532 9.40404 3.20556 -7.45432 4.74359 6.612 13.1501 339.555
273.533 9.4051 3.34523 -7.55814 4.48717 6.58453 13.7143 342.945
273.534 9.40952 3.42492 -7.50514 4.5245 6.4798 13.9854 342.76
273.535 9.39382 3.3875 -7.49012 4.53987 6.48247 14.0358 344.306
273.536 9.31144 3.30741 -7.25419 4.79527 7.38349 16.1543 343.294
273.538 9.39782 3.42772 -7.49031 4.50982 6.96143 14.7862 347.827
273.539 9.46982 3.36556 -7.65515 4.44054 6.33515 15.2228 346.65
273.54 9.44427 3.39033 -7.74378 4.19392 6.30263 15.0229 347.55
273.541 9.42652 3.4099 -7.96853 3.70208 6.29269 16.8226 346.845
273.542 9.46963 3.16617 -8.26983 3.34725 6.37137 17.6579 347.008
273.543 9.54264 3.5292 -8.10033 3.55519 5.88353 16.4655 345.352
273.544 9.55295 3.90626 -7.75248 3.97624 6.28876 17.8836 348.076
273.545 9.6044 3.59964 -8.14221 3.58147 5.48212 18.397 346.519
273.546 9.58615 3.82592 -7.84506 3.95424 5.22881 17.8543 348.796
273.547 9.13776 3.65001 -7.4995 3.62881 9.79454 22.7083 349.401
273.549 8.2904 2.16117 -7.93401 0.98451 14.1398 21.0572 342.491
273.55 8.18714 2.03433 -7.79556 1.41551 15.304 21.722 342.271
273.551 7.92356 1.87263 -7.59333 1.25443 16.4441 21.8069 340.615
273.552 7.99117 1.94632 -7.65925 1.17015 15.5714 21.2557 342.184
273.553 7.81802 1.81163 -7.52101 1.12045 15.8419 21.4745 340.212
273.554 8.19412 1.90631 -7.8598 1.28914 12.9457 20.8395 340.016
273.555 8.24552 1.83336 -7.93363 1.29147 12.8167 19.5987 340.342
273.556 8.09602 1.99031 -7.75703 1.15698 13.5304 21.1628 341.255
273.558 8.28261 2.71671 -7.65275 1.52627 12.6935 19.7408 342.731
273.559 8.48644 3.42874 -7.43601 2.19201 12.4681 19.9425 344.606
273.56 8.35404 3.29517 -7.10212 2.87835 12.5988 18.4806 345.266
273.561 8.7144 3.54685 -7.4947 2.58577 8.95954 17.6948 343.088
273.562 8.8727 3.10642 -7.7965 2.8655 9.17398 17.9885 340.23
273.563 8.99234 3.42538 -7.57857 3.37867 8.40753 18.4339 344.386
273.564 8.94317 3.61221 -7.19351 3.89521 8.57119 17.2495 346.584
273.565 8.95931 3.77786 -7.29288 3.55186 6.02803 15.1171 342.38
273.566 9.00625 3.70592 -7.47552 3.38269 7.75017 17.9154 344.748
273.567 9.0145 3.73084 -7.01992 4.23015 7.95103 18.0629 345.578
273.569 9.00164 3.65341 -6.72261 4.73711 10.4015 14.9705 344.153
273.57 9.00776 3.72843 -6.80193 4.57551 10.6418 16.3133 343.187
273.571 9.0724 3.61339 -7.06371 4.3976 9.85454 14.6777 344.348
273.572 9.09166 3.53683 -7.17142 4.32416 10.04 14.7521 345.334
273.573 9.09015 3.55983 -7.29412 4.0896 9.72464 14.5021 343.424
273.574 9.11479 3.29876 -7.39836 4.17067 9.45267 14.8333 344.246
273.575 8.97977 3.22028 -7.42341 3.86135 10.9192 14.708 341.814
273.576 8.97016 3.43796 -7.09591 4.25402 10.2127 13.6339 340.842
273.578 8.96304 3.38549 -7.18681 4.14696 10.2906 14.5889 341.441
273.579 8.9716 3.76551 -6.92075 4.27613 10.5445 15.7131 338.926
273.58 9.02561 3.72052 -7.03536 4.24505 9.87312 15.7266 339.285
273.581 9.0784 3.62578 -7.25393 4.03829 9.52389 17.6549 340.969
273.582 9.10372 3.65263 -7.27865 4.06477 8.86743 15.6825 341.439
273.583 9.0747 3.5495 -7.30482 4.03172 8.93795 15.6559 342.573
273.584 8.91076 3.32246 -7.57357 3.29249 10.8621 14.9885 341.334
273.585 8.87454 3.64461 -6.91573 4.18097 11.7246 15.3159 341.055
273.586 9.00911 3.61498 -7.26737 3.81829 10.1303 14.6904 343.061
273.588 9.00857 3.67577 -6.91164 4.44357 10.0264 14.6374 343.542
273.589 9.00156 3.87094 -6.86138 4.34957 10.6249 14.7508 345.237
273.59 9.0247 3.76075 -6.93686 4.37717 10.3318 14.601 344.622
273.591 9.05988 3.62797 -6.96626 4.51076 10.2462 14.6051 342.716
273.592 9.01864 3.61238 -7.02272 4.34516 10.0157 14.1314 342.3
273.593 9.01577 3.64326 -7.05611 4.26168 9.59058 13.2576 341.532
273.594 9.04559 3.61646 -7.01478 4.41721 9.22864 12.9929 342.26
273.595 9.00438 3.52051 -6.89415 4.59753 10.362 13.7453 341.971
273.596 9.02383 3.57434 -6.99293 4.44344 10.1158 13.8917 342.146
273.598 9.09967 3.6238 -7.15106 4.30262 9.36313 13.8205 341.498
273.599 9.19812 3.69819 -7.41744 3.98668 8.19455 13.3003 341.026
273.6 9.226 3.6065 -7.54036 3.90206 7.73188 13.6228 340.481
273.601 9.22056 3.3849 -7.56453 4.03544 6.83372 12.5745 340.066
273.602 9.15985 3.26446 -7.55228 4.02463 8.58301 13.8969 340.555
273.603 9.15791 3.27944 -7.57557 3.96062 9.0527 15.758 339.854
273.604 9.20021 3.32236 -7.73861 3.70198 8.33728 13.676 340.514
273.605 9.18716 3.34521 -7.78874 3.54025 8.43577 13.7531 339.84
273.607 9.17438 3.26441 -7.77359 3.6161 8.40248 13.7906 338.909
273.608 9.12682 3.7967 -7.76013 2.93409 8.5782 13.7773 337.859
273.609 9.08875 3.77031 -7.77051 2.82759 8.86987 13.6751 338.337
273.61 9.08857 3.54665 -7.82374 2.96653 8.98113 13.8635 336.803
273.611 9.12158 3.50987 -7.84394 3.05367 7.6039 14.6901 336.951
273.612 9.14614 3.45937 -7.89067 3.06741 6.99179 13.4527 337.921
273.613 9.10188 3.49638 -7.83432 3.03659 7.9184 13.9715 336.998
273.614 9.06641 3.44998 -7.79337 3.08939 8.87918 15.8252 337.164
273.615 9.07014 3.69158 -7.71736 2.99315 8.52138 13.5323 336.351
273.616 9.16778 3.77785 -7.78831 3.01303 7.17443 14.0455 333.533
273.618 9.1539 3.61571 -7.97938 2.64697 7.39743 14.1509 335.243
273.619 9.16845 3.53191 -8.08395 2.4839 7.07101 13.5134 334.995
273.62 9.25198 3.52924 -8.23913 2.28706 6.23398 13.7648 334.876
273.621 9.33724 3.81085 -8.25158 2.12379 5.22715 13.3506 335.042
273.622 9.24967 3.72482 -8.20465 2.04163 7.14403 13.5681 334.822
273.623 9.26921 3.60644 -8.30464 1.83492 6.69073 13.3193 332.491
273.624 9.03322 3.06646 -8.0932 2.50912 8.73599 13.5196 335.799
273.625 8.98182 3.18696 -8.00041 2.54058 9.06499 14.9843 335.344
273.627 8.97246 3.28123 -8.03007 2.28983 8.66441 13.4441 335.263
273.628 9.08855 3.15151 -8.1671 2.43886 7.81993 13.9066 338.139
273.629 9.2309 3.16406 -8.27587 2.58801 6.06538 13.8345 337.964
273.63 9.27933 3.45443 -8.29701 2.30425 5.45004 13.6262 337.122
273.631 9.32304 3.57457 -8.35723 2.07023 5.60542 13.9883 336.923
273.632 9.17442 3.38086 -8.27089 2.04031 6.74447 14.4134 341.324
273.633 9.10928 2.71613 -8.2754 2.65833 7.39241 14.5206 342.675
273.634 9.20267 2.81604 -8.27883 2.85565 7.44839 13.9437 342.677
273.635 9.2109 2.83622 -8.36437 2.61172 6.8953 13.8103 341.798
273.637 9.21258 2.86775 -8.42516 2.37157 7.33322 16.026 340.365
273.638 9.22707 2.84039 -8.45021 2.378 6.99343 13.8041 339.91
273.639 9.22981 2.45 -8.44153 2.81049 6.92009 13.2566 340.817
273.64 9.23447 2.5863 -8.47103 2.60768 7.04521 13.7748 340.905
273.641 9.17453 2.83984 -8.39523 2.35569 7.3497 13.7549 340.178
273.642 9.14133 2.67367 -8.37824 2.47682 8.29555 14.0483 341.314
273.643 9.11491 2.71888 -8.38021 2.30059 8.83741 13.6124 340.583
273.644 9.09112 3.33872 -8.31224 1.39717 8.73359 12.9135 339.649
273.646 9.06591 3.87455 -8.17966 0.440455 8.77351 13.5483 337.814
273.647 9.03875 3.93515 -8.11939 0.244512 8.73642 13.4007 338.096
273.648 8.99073 3.4528 -8.23018 1.06844 9.48583 16.4183 336.103
273.649 8.99939 3.43663 -8.26827 0.892555 8.95511 14.3726 336.22
273.65 8.9926 3.62975 -8.20498 0.571052 9.31312 14.7046 338.354
273.651 9.01341 3.65086 -8.22603 0.481672 8.5463 14.0215 335.875
273.652 8.99342 3.54516 -8.25151 0.466877 8.61768 14.2411 335.96
273.653 8.98276 3.40472 -8.29255 0.565704 8.53121 14.3658 336.083
273.654 8.99583 3.29912 -8.34417 0.634327 8.79584 14.5834 336.734
273.656 9.01267 3.4523 -8.31291 0.401151 8.24771 14.9668 335.959
273.657 9.04952 3.56352 -8.29322 0.238861 8.05207 15.4797 335.616
273.658 8.89935 2.21642 -8.40492 1.78443 9.04441 17.1517 336.988
273.659 8.88893 1.82767 -8.42756 2.12766 9.01115 18.2869 336.623
273.66 8.92557 2.08437 -8.50514 1.69375 8.87825 17.3543 339.428
273.661 8.92505 1.8629 -8.53561 1.79533 8.63648 17.4404 338.506
273.662 9.00066 2.36297 -8.55962 1.45171 8.32124 17.565 338.514
273.663 8.98047 2.13532 -8.60882 1.36993 8.42334 17.0092 340.735
273.664 8.98159 2.37692 -8.58979 1.08466 8.19269 15.5343 342.455
273.665 9.14172 2.96238 -8.63083 0.399536 7.64852 14.2273 334.831
273.667 9.10986 2.926 -8.61865 0.337357 7.68565 13.9354 338.059
273.668 9.08422 2.99523 -8.5729 -0.0860252 7.56356 14.1693 338.252
273.669 8.97115 2.88914 -8.48578 -0.310246 8.28624 15.3018 339.692
273.67 8.95872 2.93494 -8.45693 -0.213622 8.60562 16.7488 339.001
273.671 8.98414 3.06331 -8.42454 -0.594806 8.24823 14.7925 338.924
273.672 8.96271 2.98528 -8.42971 -0.590451 8.41479 14.8577 339.05
273.673 8.84147 3.16172 -8.21551 -0.817904 9.11786 14.7318 337.637
273.675 8.80242 3.28889 -8.11294 -0.916896 8.94939 14.5611 337.194
273.676 8.8073 3.32814 -8.08735 -1.03043 8.87577 14.5119 337.282
273.677 8.81975 3.17216 -8.18321 -0.845762 8.67465 15.5477 336.3
273.678 8.64238 3.0696 -8.04051 -0.773859 10.1326 16.7709 337.074
273.679 8.55107 3.25864 -7.81597 -1.18083 10.4472 16.925 337.419
273.68 8.56214 3.35082 -7.81967 -0.958828 10.3032 16.6997 337.407
273.681 8.56741 3.35334 -7.81554 -1.01068 10.5445 18.2658 336.272
273.682 8.53246 3.13546 -7.86607 -1.00787 10.3958 15.9348 337.354
273.683 8.58909 3.17972 -7.85904 -1.30754 10.2755 15.3772 338.806
273.685 8.73379 3.1337 -7.98028 -1.63024 8.7752 17.5782 336.702
273.686 8.8791 3.18472 -8.09263 -1.78082 8.70005 16.1258 337.055
273.687 8.8522 3.18969 -8.04568 -1.84465 8.27122 15.4506 336.153
273.688 8.73832 3.03952 -7.96317 -1.90825 8.81505 17.0996 336.109
273.689 8.75477 3.12879 -7.98806 -1.7244 9.12161 15.8309 334.752
273.69 8.75091 3.2465 -7.99219 -1.42918 9.05518 15.6442 334.724
273.691 8.9007 3.70076 -7.36392 -3.22105 8.42443 15.424 336.052
273.692 8.99678 3.90952 -6.61584 -4.64696 7.58122 16.1193 332.895
273.693 9.0513 3.90051 -6.48763 -4.93723 7.51171 15.7351 332.707
273.695 8.92041 4.06853 -5.90963 -5.28368 7.29475 14.5361 332.12
273.696 8.95757 4.11076 -5.74367 -5.48817 6.33046 15.7172 333.267
273.697 8.82686 4.01079 -5.54991 -5.5695 7.37628 15.4889 334.809
273.698 8.79188 3.92833 -5.62095 -5.50048 7.91502 15.7274 336.372
273.699 8.75961 3.87699 -5.56374 -5.54298 7.87586 14.921 334.926
273.7 8.72528 3.76464 -5.81712 -5.30152 7.73139 15.0184 334.686
273.701 8.71105 3.70622 -5.79985 -5.33751 7.28144 15.4438 335.739
273.702 8.74872 3.74455 -5.40609 -5.76766 6.73593 14.4759 334.315
273.703 8.60175 3.5158 -5.72845 -5.35983 8.3194 17.2497 336.591
273.705 8.54663 3.40868 -5.48797 -5.59306 8.11222 14.846 337.277
273.706 8.52068 3.33625 -5.3597 -5.71977 8.44092 14.2717 336.508
273.707 8.46921 3.12729 -5.19937 -5.90382 8.72505 15.9162 336.859
273.708 8.28264 2.66529 -5.14722 -5.91138 8.13204 15.5028 337.718
273.709 8.23554 2.55563 -5.40083 -5.66237 8.26628 15.7957 335.837
273.71 8.12762 2.9862 -5.4666 -5.21457 8.10062 15.5578 335.899
273.711 7.99616 3.09423 -5.52351 -4.87584 8.21229 15.4321 334.224
273.712 7.70253 2.7289 -5.6152 -4.50707 9.89353 16.3904 335.282
273.713 7.44502 2.76644 -4.93419 -4.83323 10.9291 17.4687 337.405
273.715 7.60965 2.94976 -4.8306 -5.06393 10.3148 18.4053 337.139
273.716 7.87559 2.91558 -5.59038 -4.71417 6.74192 17.801 333.892
273.717 7.80823 2.60468 -5.94135 -4.33505 6.80496 18.5487 331.876
273.718 7.68771 2.46499 -6.01875 -4.09243 6.84692 20.1277 332.092
273.719 7.63002 2.30884 -6.31684 -3.59227 6.8995 19.6095 332.067
273.72 7.4225 2.31577 -6.1908 -3.30259 7.86101 20.2875 330.139
273.721 7.19489 2.12333 -6.47802 -2.25736 8.91388 21.4335 331.861
273.723 7.27366 2.41065 -6.23591 -2.85795 8.80983 20.3027 333.424
273.724 7.2061 2.58433 -5.71159 -3.52968 9.30958 20.0615 331.713
273.725 7.18081 2.98304 -5.40144 -3.66233 8.96931 18.877 330.847
273.726 7.21598 2.8811 -5.31954 -3.88876 8.74449 21.2845 328.988
273.727 7.16606 3.13616 -4.89243 -4.1352 8.93153 20.4225 331.325
273.728 7.37891 1.20849 -6.71486 -1.1375 9.19984 28.1151 330.246
273.729 7.51463 0.810255 -7.33095 -0.944617 6.47966 22.3329 332.278
273.73 7.4767 0.246986 -7.43893 -0.479171 6.36453 18.9401 341.657
273.731 7.44131 0.768876 -7.13787 -1.79616 6.37239 22.1118 338.699
273.732 7.3852 0.957566 -7.2448 -0.817486 6.40445 22.4818 336.018
273.734 7.36076 0.858575 -7.27537 -0.454027 6.52256 22.0713 336.729
273.735 7.33448 0.730796 -7.24383 -0.651707 6.23985 21.0711 338.239
273.736 7.2689 0.750736 -7.03969 -1.59676 6.56901 24.1068 337.381
273.737 7.1786 0.794029 -6.95814 -1.56506 6.92779 24.8696 337.772
273.738 7.14258 0.773968 -6.91738 -1.57394 7.06508 25.4472 336.97
273.739 7.14907 0.681315 -6.97027 -1.40911 6.59524 23.9733 337.962
273.74 7.16684 0.670094 -6.98788 -1.40644 6.32903 23.1717 336.142
273.741 7.14973 0.583587 -6.98426 -1.4063 6.42707 23.964 337.188
273.743 7.08143 0.534135 -6.83802 -1.70241 6.57341 23.6659 335.676
273.744 7.15579 -0.0711807 -5.9329 -3.94095 5.82727 27.1803 339.368
273.745 7.18967 -0.340302 -6.05405 -3.82053 5.74573 26.8457 338.608
273.746 7.17548 -0.330598 -6.17899 -3.59889 5.65169 25.3451 339.525
273.747 7.15201 -0.453596 -6.37643 -3.18085 5.80848 26.5049 344.484
273.748 7.09047 -0.205139 -6.37083 -3.05096 5.99108 29.9085 340.382
273.749 7.23 -0.172338 -6.6312 -2.8411 5.76561 26.1867 339.26
273.75 7.26809 -0.168709 -6.42352 -3.38437 5.53321 26.8722 339.423
273.751 7.1672 -0.424402 -6.03327 -3.80836 6.59192 29.2267 343.073
273.753 7.08972 -1.18186 -4.67953 -5.16247 6.29552 26.5713 347.184
273.754 7.09114 -0.79214 -5.15527 -4.79135 5.75788 25.2594 342.546
273.755 7.1942 -0.853553 -5.26825 -4.81852 6.00623 26.4523 342.177
273.756 6.93752 -1.39252 -5.18221 -4.36225 7.18087 27.7016 347.336
273.757 6.76875 -0.885866 -4.89493 -4.58024 7.11058 26.205 344.308
273.758 6.7071 -0.826034 -4.75597 -4.63621 7.13146 26.6667 341.673
273.759 6.76617 -1.18091 -5.06402 -4.30961 7.38019 27.6059 344.43
273.76 6.63619 -1.05755 -4.77981 -4.47662 7.72397 27.2208 344.274
273.761 6.59664 -0.928278 -4.88538 -4.32859 7.43423 27.3137 342.432
273.763 6.63468 -1.07617 -4.80655 -4.44447 7.47156 27.6229 343.615
273.764 6.46424 -1.09526 -4.47445 -4.53083 8.14562 28.9787 343.567
273.765 6.3842 -1.11985 -4.46335 -4.41884 7.98748 28.906 344.722
273.766 6.35962 -1.15228 -4.69714 -4.12696 8.19686 29.5793 345.561
273.767 6.35022 -1.21877 -4.8867 -3.86191 8.10088 30.3486 344.139
273.768 6.28872 -1.29283 -4.87701 -3.72281 8.13386 29.9419 345.042
273.769 6.26741 -0.804155 -4.51152 -4.27323 8.2159 28.8352 342.193
273.77 6.20203 -0.93341 -4.50208 -4.15917 8.85571 29.7595 340.485
273.771 6.1576 -0.904447 -4.35393 -4.25746 8.52009 29.4464 340.739
273.773 6.1513 -1.01646 -4.50148 -4.06425 9.17348 29.1295 340.154
273.774 6.05078 -0.956423 -4.63625 -3.76688 9.27762 28.4868 340.455
273.775 6.01915 -0.953851 -4.65797 -3.68889 9.44967 28.3971 339.658
273.776 6.28819 -0.778464 -4.61574 -4.18331 8.00689 30.1293 339.923
273.777 6.04407 -0.710389 -4.26386 -4.223 9.28767 28.8339 339.357
273.778 5.83286 -0.54018 -3.51813 -4.61105 10.3479 28.5117 339.25
273.779 5.68168 -0.667036 -3.77545 -4.13121 10.6751 29.1672 338.984
273.78 5.64012 -0.806296 -4.14658 -3.73267 10.1023 29.5338 340.205
273.781 5.58901 -0.881587 -4.02795 -3.77008 10.1067 30.8976 341.547
273.783 5.6929 -0.781729 -3.90114 -4.06854 10.1329 30.2732 339.901
273.784 5.68856 -0.572638 -4.10684 -3.88952 10.155 30.3415 338.312
273.785 5.72817 -0.669796 -4.18015 -3.85558 9.33887 29.4917 341.671
273.786 5.71481 -0.803446 -4.24085 -3.74348 9.33245 29.4486 340.171
273.787 5.57248 -0.951828 -4.35911 -3.3339 10.1372 28.6453 340.96
273.788 5.60073 -0.859797 -4.0927 -3.68544 10.2497 28.3203 340.596
273.789 5.65791 -0.957583 -3.77025 -4.10477 9.99816 28.765 341.23
273.79 5.70149 -1.07023 -3.41117 -4.43799 9.68579 29.1469 341.139
273.792 5.71438 -1.06956 -3.35651 -4.49331 9.65455 29.1466 341.42
273.793 5.83589 -1.14302 -3.18786 -4.75061 8.80046 31.42 342.293
273.794 5.90206 -1.11695 -3.29725 -4.76498 8.31754 29.8643 342.777
273.795 5.8177 -0.995598 -3.28034 -4.69875 8.45643 30.6347 342.798
273.796 5.72121 -1.06232 -3.211 -4.60856 9.09173 29.6049 341.193
273.797 5.82179 -1.38088 -3.33491 -4.56602 8.45152 30.7019 341.624
273.798 5.8174 -1.29371 -3.43508 -4.51248 8.81625 29.6884 341.5
