Br,Bt,Bn,B,ddoy,Np,Vth,Vr,Vt,Vn,QF,Vsw,Beta_p,date
-8.351166,7.18325,-15.230735,18.796711,230.01493055555557,8.767561,27.83415,538.98346,0.3821988,-33.44427,1.0,540.02997,0.04040905,2022-08-18 00:21:30
-9.336019,11.127718,-13.48728,19.821556,230.015625,6.958857,22.091593,512.518,-4.517935,-25.18859,1.0,513.209,0.01816871,2022-08-18 00:22:30
-9.765329,10.331437,-13.629512,19.69426,230.01631944444443,9.419316,29.740896,514.74915,-7.74325,-32.048424,0.5992800874854224,516.248,0.045149796,2022-08-18 00:23:30
-12.572921,11.195476,-5.573453,17.733595,230.0170138888889,5.385798,14.338822,476.86005,-8.392948,3.3366716,1.0,477.2417,0.0074010114,2022-08-18 00:24:30
-15.993884,10.987304,0.11543537,19.4046,230.01770833333333,7.685697,23.540962,460.64432,-6.0956883,35.053387,1.0,462.02603,0.023775518,2022-08-18 00:25:30
-10.430531,10.308531,-12.120327,19.025354,230.01840277777777,3.165239,11.919711,513.9713,-21.41348,-35.982635,0.8380052489785833,515.83386,0.0026114401,2022-08-18 00:26:30
-14.782763,10.401703,2.2079291,18.2099,230.01909722222223,4.5524716,16.078993,465.86157,0.31881168,56.062664,1.0,469.3113,0.007460319,2022-08-18 00:27:30
-16.011816,8.941709,8.069376,20.036148,230.01979166666666,7.154879,20.12373,474.8017,-15.964909,73.84598,1.0,480.82858,0.0151704475,2022-08-18 00:28:30
-16.09924,10.058231,6.479494,20.05835,230.0204861111111,8.487642,24.964108,479.60916,-8.084555,65.07409,0.7247098344690786,484.0932,0.027633525,2022-08-18 00:29:30
-16.136934,10.905854,4.769874,20.052181,230.02118055555556,8.472676,25.997177,479.64368,-19.948132,55.84208,1.0,483.3989,0.029933492,2022-08-18 00:30:30
-16.350405,9.470039,6.3610544,19.93691,230.021875,7.463407,25.81697,472.9489,-6.7247486,72.20084,1.0,479.03793,0.026305076,2022-08-18 00:31:30
-15.8649645,7.7930403,8.532781,19.627453,230.02256944444446,4.364254,16.216125,462.87054,-29.461672,64.605446,1.0,468.60254,0.00626158,2022-08-18 00:32:30
-16.072762,6.8358865,9.175933,19.729692,230.0232638888889,4.926563,16.444424,462.52274,-42.722157,67.465294,1.0,469.4749,0.0071936334,2022-08-18 00:33:30
-16.202269,6.8839087,9.204409,19.865116,230.02395833333333,3.783798,15.190574,458.8027,-22.40712,70.641716,1.0,464.75162,0.0046505216,2022-08-18 00:34:30
-15.626308,9.920889,7.5341763,19.984228,230.0246527777778,2.612558,12.019256,455.753,1.5079132,83.08629,1.0,463.2873,0.0019863416,2022-08-18 00:35:30
-15.140701,11.036529,6.8847346,19.961096,230.02534722222222,1.7711532,8.995801,453.67313,5.4630866,76.18877,1.0,460.55887,0.000756092,2022-08-18 00:36:30
-15.049279,11.739781,5.743311,19.932108,230.02604166666666,1.0265588,5.5799036,453.0584,33.36014,93.52019,1.0,465.00223,0.00016909796,2022-08-18 00:37:30
-15.587589,11.83911,4.220414,20.02372,230.02673611111112,1.3258036,6.748704,452.83582,35.838417,88.37843,1.0,464.50473,0.0003165469,2022-08-18 00:38:30
-12.132975,10.430839,8.549541,18.141283,230.02743055555555,1.6270438,7.663238,456.47375,34.88621,94.901306,1.0,467.84933,0.0006102328,2022-08-18 00:39:30
-12.584413,13.223385,6.239126,19.291243,230.028125,1.9321305,8.08761,461.40747,27.32092,123.910576,1.0,478.60046,0.0007137796,2022-08-18 00:40:30
-11.5039625,14.396006,4.464468,18.960949,230.02881944444445,1.9875102,8.004154,459.6466,22.743364,124.44987,1.0,478.36154,0.00074443675,2022-08-18 00:41:30
-7.6869473,14.457877,8.950102,18.660753,230.02951388888889,,,,,,1.0,,,2022-08-18 00:42:30
-13.276452,12.823418,4.599335,19.022568,230.03020833333332,,,455.32236,,,1.0,,,2022-08-18 00:43:30
-9.907616,9.354879,-5.4359107,14.6705065,230.03090277777778,,,454.2118,,,1.0,,,2022-08-18 00:44:30
-16.25445,6.7144337,-6.225148,18.655916,230.03159722222222,,,456.6059,,,1.0,,,2022-08-18 00:45:30
-16.108807,-1.494344,7.3580875,17.77268,230.03229166666668,,,457.55692,,,1.0,,,2022-08-18 00:46:30
-15.082504,-4.716409,-9.688042,18.536036,230.03298611111111,,,,,,1.0,,,2022-08-18 00:47:30
-16.678898,-1.8453823,-7.205929,18.262434,230.03368055555555,2.270408,7.2069097,457.21872,-8.046067,116.28076,1.0,472.07837,0.00074317725,2022-08-18 00:48:30
-17.991844,-1.2190623,-0.24690542,18.034786,230.034375,4.3432045,12.794961,453.7002,-25.374296,113.80051,1.0,468.46597,0.004594877,2022-08-18 00:49:30
-18.410616,-1.3961151,5.8087845,19.355667,230.03506944444445,3.7931397,11.65995,452.95956,-10.995801,125.08452,1.0,470.2509,0.002893234,2022-08-18 00:50:30
-18.397806,1.5497245,6.115258,19.449352,230.03576388888888,3.193212,10.412378,453.33362,-12.878873,125.60667,1.0,470.61743,0.0019236449,2022-08-18 00:51:30
-18.881062,1.4370186,4.556611,19.476196,230.03645833333334,3.5962052,11.539278,453.04944,-10.439462,113.32871,1.0,467.2042,0.0026533906,2022-08-18 00:52:30
-19.16074,1.7972867,2.9943075,19.476397,230.03715277777778,5.100598,14.263566,452.53415,-9.279765,106.122314,1.0,464.94025,0.005749999,2022-08-18 00:53:30
-18.85494,3.9447358,3.9877756,19.671606,230.0378472222222,3.551807,11.957162,454.2131,-0.31577113,103.49562,1.0,465.89536,0.00275825,2022-08-18 00:54:30
-19.23868,4.612126,1.6962234,19.856377,230.03854166666667,3.6279716,11.522314,460.08585,7.4539986,79.390396,1.0,466.9473,0.0025677395,2022-08-18 00:55:30
-19.163797,5.4035964,-0.9335718,19.932926,230.0392361111111,3.8452165,12.3261795,457.48007,14.150806,77.6169,1.0,464.33865,0.0030906033,2022-08-18 00:56:30
-16.632963,7.0256386,-6.2367167,19.102661,230.03993055555554,2.3052905,9.223625,454.91586,7.5347943,52.755497,1.0,458.0376,0.0011296629,2022-08-18 00:57:30
-16.646517,7.779231,-6.2377763,19.404453,230.040625,2.2820516,9.085104,456.82083,13.854569,56.179314,1.0,460.48523,0.0010514532,2022-08-18 00:58:30
-15.121679,10.055754,-6.751161,19.37425,230.04131944444444,2.1535783,9.168561,454.80295,29.775427,57.356777,1.0,459.42078,0.0010137265,2022-08-18 00:59:30
-16.64421,8.837791,-6.0952187,19.806263,230.0420138888889,2.4212716,9.884023,456.4584,27.61664,56.68062,1.0,459.4316,0.0012673993,2022-08-18 01:00:30
-17.144032,7.453218,-5.113495,19.380817,230.04270833333334,2.772902,10.710302,456.10754,21.343073,55.77392,1.0,459.86136,0.0017799239,2022-08-18 01:01:30
-14.063912,-1.9836477,10.036614,17.391438,230.04340277777777,2.720117,9.819175,453.89615,-11.377286,108.65016,1.0,470.52893,0.0018225281,2022-08-18 01:02:30
-16.634132,-1.4406495,10.201849,19.56649,230.04409722222223,2.7813542,9.07074,452.56522,-42.54321,152.83888,1.0,479.6393,0.0012563873,2022-08-18 01:03:30
-19.292124,2.835307,4.6989284,20.05754,230.04479166666667,2.6628232,8.182066,455.9334,-6.9114456,115.38859,1.0,470.4221,0.00093136646,2022-08-18 01:04:30
-19.14994,1.3643608,4.9903865,19.836473,230.0454861111111,4.1519384,12.111151,454.09506,-28.43678,122.336136,1.0,471.17493,0.0032531223,2022-08-18 01:05:30
-17.068594,1.8266647,8.253086,19.04697,230.04618055555557,3.7812407,14.683739,457.01428,-51.88411,142.32321,1.0,481.60748,0.004723495,2022-08-18 01:06:30
-9.040701,-11.724434,7.2036004,16.464764,230.046875,2.6967883,11.334594,455.01758,-44.46261,146.15894,1.0,480.04785,0.0026863052,2022-08-18 01:07:30
-17.569004,-1.0371202,8.317924,19.466211,230.04756944444443,4.334481,14.632339,456.59616,-57.266747,122.729866,1.0,476.30505,0.0051476546,2022-08-18 01:08:30
-18.703218,-1.4871861,6.6006074,19.889448,230.0482638888889,5.943276,16.291147,453.82953,-56.27631,103.18661,1.0,468.85138,0.008380913,2022-08-18 01:09:30
-19.679169,-2.7822015,1.0029764,19.900158,230.04895833333333,6.835298,17.053955,451.6905,-90.78197,51.01728,1.0,463.60303,0.010551209,2022-08-18 01:10:30
-20.212084,-0.67673314,-1.8221864,20.305336,230.04965277777777,7.1506414,18.17337,453.0345,-63.632553,25.563814,1.0,458.43845,0.012039355,2022-08-18 01:11:30
-19.28732,1.7580391,-6.5002694,20.42902,230.05034722222223,6.13798,18.179243,456.87408,-50.33482,-9.410324,1.0,459.88895,0.010216205,2022-08-18 01:12:30
-17.068096,2.865914,-10.686989,20.340725,230.05104166666666,3.8589036,15.131587,461.29276,-35.278664,-24.050983,1.0,463.29123,0.0044885664,2022-08-18 01:13:30
-15.643176,2.2030618,-12.568654,20.18746,230.0517361111111,2.2832994,10.390531,457.1573,-53.343178,-32.862488,1.0,461.4957,0.0012714012,2022-08-18 01:14:30
-17.04684,0.87234926,-9.490734,19.530228,230.05243055555556,6.439577,18.865227,455.8303,-70.05005,-11.599036,1.0,461.37357,0.01262916,2022-08-18 01:15:30
-18.646257,-4.0086436,-5.557948,19.865622,230.053125,7.6940284,19.892704,454.93552,-106.60605,-18.408644,1.0,467.6589,0.016216038,2022-08-18 01:16:30
-16.541218,-3.053005,-6.395893,17.99556,230.05381944444446,8.093508,20.952227,460.19598,-104.09302,-0.42056754,1.0,472.326,0.023060787,2022-08-18 01:17:30
-16.65737,1.5000125,-11.319995,20.19555,230.0545138888889,8.902477,25.528423,469.52243,-67.23617,-31.055595,0.4176108406055534,475.39145,0.029898893,2022-08-18 01:18:30
-17.747858,-2.9872286,-8.482165,19.896158,230.05520833333333,7.480658,19.563625,457.27362,-88.228195,-26.773434,1.0,466.6004,0.015202242,2022-08-18 01:19:30
-16.984726,-6.4163795,-7.7541447,19.742786,230.0559027777778,6.6661186,18.189085,456.78354,-101.89215,-20.00145,1.0,468.5143,0.01189284,2022-08-18 01:20:30
-17.640095,-5.1608205,-7.492047,19.847866,230.05659722222222,7.166736,20.216782,463.70386,-105.761925,-15.862949,1.0,475.90854,0.015628792,2022-08-18 01:21:30
-15.550404,-7.4941316,-9.497339,19.702196,230.05729166666666,4.127328,14.856149,460.8086,-113.16424,-26.083258,1.0,475.21686,0.004932417,2022-08-18 01:22:30
-16.03028,4.363051,-6.061146,17.684557,230.05798611111112,3.0803227,9.127789,498.19138,17.013617,23.053707,1.0,499.21646,0.0017248312,2022-08-18 01:23:30
-17.204098,9.431388,-3.126481,19.867233,230.05868055555555,5.250795,17.64085,462.19165,-21.2921,17.796144,1.0,463.05927,0.008701555,2022-08-18 01:24:30
-17.444855,9.185006,-2.3593452,19.855825,230.059375,6.7136855,20.852455,466.3733,-20.020134,20.102346,1.0,467.31073,0.0155634945,2022-08-18 01:25:30
-19.381107,1.4445761,-5.3756876,20.164625,230.06006944444445,7.96028,19.283014,452.65475,-61.8939,-8.913413,1.0,457.07715,0.0153004965,2022-08-18 01:26:30
-18.593098,2.4871895,-6.5749855,19.877623,230.06076388888889,7.0726013,20.068533,457.90167,-31.940306,-8.996484,1.0,459.55548,0.015152672,2022-08-18 01:27:30
-18.670847,4.4056644,-5.8378644,20.052208,230.06145833333332,7.91528,20.513893,458.6657,-61.7268,-17.712515,1.0,463.16568,0.01741188,2022-08-18 01:28:30
-17.491674,2.1801867,-8.700851,19.657484,230.06215277777778,7.415691,19.578766,455.64142,-54.48574,-1.3443521,1.0,458.91852,0.015462299,2022-08-18 01:29:30
-15.805572,-0.009430335,-11.621196,19.618061,230.06284722222222,4.5405593,16.197308,462.1481,-62.345154,-31.64188,1.0,467.50995,0.0065056467,2022-08-18 01:30:30
-14.807815,0.39316767,-12.642179,19.474358,230.06354166666668,4.92487,16.346827,459.19873,-58.119404,-29.394512,1.0,463.84122,0.007293618,2022-08-18 01:31:30
-14.116509,2.0274088,-12.652793,19.065134,230.06423611111111,2.2757647,9.12826,453.4691,-36.569912,-40.576073,1.0,456.97232,0.0010965572,2022-08-18 01:32:30
-13.780539,3.2538872,-12.637415,18.978811,230.06493055555555,2.8300412,11.210504,455.96,-35.40374,-26.931477,1.0,458.34216,0.002075452,2022-08-18 01:33:30
-14.114225,5.5441146,-10.647451,18.52881,230.065625,5.9479747,18.61655,456.65588,-47.658245,-17.723562,1.0,459.73364,0.012620603,2022-08-18 01:34:30
-12.123308,7.092285,-12.730947,18.956585,230.06631944444445,3.8028421,14.823982,454.1008,-25.702625,-21.12959,1.0,455.3327,0.004887936,2022-08-18 01:35:30
-14.740863,5.2904816,-10.680279,18.956545,230.06701388888888,2.6969922,11.693336,454.0433,-31.3438,-21.899576,1.0,455.65845,0.0021569787,2022-08-18 01:36:30
-12.9027405,7.2905817,-5.9218354,15.959368,230.06770833333334,3.9320374,15.101548,457.6761,29.82192,35.087025,1.0,460.0242,0.007400087,2022-08-18 01:37:30
-8.436192,16.61176,3.7774727,19.010239,230.06840277777778,,,,,,1.0,,,2022-08-18 01:38:30
-10.835825,16.316153,2.0686276,19.69546,230.0690972222222,,,,,,1.0,,,2022-08-18 01:39:30
-11.898094,15.624295,0.47804144,19.644638,230.06979166666667,,,,,,1.0,,,2022-08-18 01:40:30
-10.7833395,16.435566,-1.1407905,19.690344,230.0704861111111,,,,,,1.0,,,2022-08-18 01:41:30
-10.102304,16.692173,-0.5202601,19.51809,230.07118055555554,,,,,,1.0,,,2022-08-18 01:42:30
-6.0581536,18.436266,-2.550367,19.572979,230.071875,,,,,,1.0,,,2022-08-18 01:43:30
-6.5404854,17.85829,-5.65048,19.83997,230.07256944444444,1.7607844,6.5501986,538.43604,89.77806,54.380066,1.0,548.69934,0.0004034045,2022-08-18 01:44:30
-3.744934,17.798786,-8.139141,19.926538,230.0732638888889,1.7085354,6.8506403,550.7107,80.170074,54.19701,1.0,560.4333,0.00042445352,2022-08-18 01:45:30
-11.4701185,15.531215,0.1250017,19.307974,230.07395833333334,2.8692684,10.913588,526.922,103.69631,89.88781,1.0,544.7316,0.001926817,2022-08-18 01:46:30
-12.500034,15.458532,-0.28591844,19.882124,230.07465277777777,,,,,,1.0,,,2022-08-18 01:47:30
-13.533462,14.385826,0.67323995,19.762587,230.07534722222223,,,,,,1.0,,,2022-08-18 01:48:30
-12.397176,14.85086,1.9521624,19.443481,230.07604166666667,2.755384,9.79356,472.18686,65.62311,78.7416,1.0,483.52075,0.0014693418,2022-08-18 01:49:30
-16.494339,9.568997,-3.2634292,19.346289,230.0767361111111,2.7097576,9.424174,454.58194,54.460556,76.26741,1.0,464.16843,0.0013515413,2022-08-18 01:50:30
-17.777271,7.7788386,-1.4145129,19.45617,230.07743055555557,1.3655702,4.4217486,458.49936,19.814867,63.4158,1.0,463.78125,0.00014825012,2022-08-18 01:51:30
-18.124067,7.0836234,-1.6955017,19.532902,230.078125,1.9973651,7.674464,454.89212,24.651745,60.41775,1.0,460.3066,0.00064807857,2022-08-18 01:52:30
-18.379717,6.4543056,-2.8854892,19.69259,230.07881944444443,2.8498893,10.329385,454.46347,26.965948,77.07242,1.0,462.14664,0.001648082,2022-08-18 01:53:30
-17.713675,8.176919,-0.4607984,19.515343,230.0795138888889,2.9000661,10.195062,454.4938,25.72261,97.45054,1.0,465.57623,0.001663577,2022-08-18 01:54:30
-19.269812,3.6063542,-0.3115657,19.60685,230.08020833333333,3.2315438,10.240763,455.96765,10.181361,85.04785,1.0,463.96735,0.0018529623,2022-08-18 01:55:30
-18.248283,4.518036,-2.326633,18.942696,230.08090277777777,2.2372584,6.190204,459.94537,-32.546734,59.28466,1.0,464.94107,0.00050216937,2022-08-18 01:56:30
-16.851078,9.005991,-3.1975622,19.37243,230.08159722222223,3.547155,11.80771,453.90768,33.168556,85.8325,1.0,463.1969,0.0027698157,2022-08-18 01:57:30
-18.775337,5.753558,-0.95057654,19.66012,230.08229166666666,3.6104536,12.041057,454.3619,26.634047,87.29166,1.0,463.52313,0.002846599,2022-08-18 01:58:30
-17.52511,8.352373,-2.5552146,19.581133,230.0829861111111,2.750979,9.823449,455.83862,22.810534,71.21334,1.0,462.447,0.0014552822,2022-08-18 01:59:30
-17.646036,8.5550165,0.26652175,19.612291,230.08368055555556,1.8327543,5.411608,457.1835,32.59871,111.24785,1.0,474.60266,0.00029329723,2022-08-18 02:00:30
-12.847621,11.643408,-9.292057,19.67162,230.084375,,,456.64554,,,1.0,,,2022-08-18 02:01:30
-10.310216,14.953357,-7.3683414,19.600916,230.08506944444446,,,,,,1.0,,,2022-08-18 02:02:30
-13.039981,14.096985,-5.0326505,19.851791,230.0857638888889,1.7047596,6.7925587,460.6321,43.65967,53.72621,1.0,468.264,0.00041950596,2022-08-18 02:03:30
-14.29704,11.91467,-6.6483684,19.762732,230.08645833333333,1.6706141,7.2548923,462.5521,46.71181,36.129814,1.0,466.31332,0.00047320774,2022-08-18 02:04:30
-14.50684,11.826037,-6.001109,19.654945,230.0871527777778,1.9015464,8.08357,463.76303,38.870483,42.423645,1.0,467.3407,0.0006760475,2022-08-18 02:05:30
-15.0982685,10.549106,-6.49494,19.530119,230.08784722222222,2.4870112,9.864202,465.64035,24.134748,24.312788,1.0,467.13666,0.0013335198,2022-08-18 02:06:30
-13.649027,12.69627,-4.953443,19.288023,230.08854166666666,7.9615307,27.902782,495.63138,64.63016,66.04643,1.0,494.32248,0.03502062,2022-08-18 02:07:30
-12.159659,14.660953,-5.338738,19.78138,230.08923611111112,4.6424026,17.924961,512.69366,65.97492,36.0592,1.0,518.6038,0.008012236,2022-08-18 02:08:30
-11.445549,12.951884,-6.794951,18.57211,230.08993055555555,4.8925495,20.404041,515.3448,52.526024,50.85425,1.0,524.4936,0.012412312,2022-08-18 02:09:30
-13.781143,0.48337272,-14.341838,19.895775,230.090625,2.9659426,13.261499,475.83572,1.9043804,8.92482,1.0,479.32132,0.0027697077,2022-08-18 02:10:30
-15.665491,3.0678854,-9.490737,18.571312,230.09131944444445,2.7068572,11.041043,461.89783,1.3219191,24.814846,1.0,467.21487,0.002010981,2022-08-18 02:11:30
-15.493158,11.759924,5.17717,20.128012,230.09201388888889,3.9107718,13.13898,470.02316,44.64134,91.43278,1.0,484.11874,0.0035026087,2022-08-18 02:12:30
-15.490381,10.374634,-6.9126596,19.883907,230.09270833333332,1.1319036,5.8119216,459.87933,64.518524,40.83735,1.0,466.42166,0.00020326057,2022-08-18 02:13:30
-13.95885,12.0640335,-7.232863,19.816778,230.09340277777778,1.1300712,6.770869,458.64368,54.957554,14.662177,1.0,462.64322,0.00027729123,2022-08-18 02:14:30
-12.3050585,8.412811,-13.575499,20.16145,230.09409722222222,,,,,,1.0,,,2022-08-18 02:15:30
-12.724823,7.378204,-13.205338,19.767143,230.09479166666668,1.5809892,8.877686,457.17593,29.739532,-9.127104,1.0,458.28595,0.0006702677,2022-08-18 02:16:30
-16.545975,7.413386,-8.424453,19.992474,230.09548611111111,4.418137,16.160442,454.92007,-0.64985317,-8.414365,1.0,455.04874,0.0060676457,2022-08-18 02:17:30
-14.849466,-3.6989229,-11.534519,19.163345,230.09618055555555,7.7952595,25.461138,467.17776,-52.050785,-26.652735,1.0,470.94907,0.028923523,2022-08-18 02:18:30
-12.091028,-1.0140569,-8.13026,14.60556,230.096875,1.5334294,8.650416,453.69122,-76.962,-17.146877,1.0,460.7611,0.0011305999,2022-08-18 02:19:30
-13.479424,-2.9062974,-13.275362,19.140968,230.09756944444445,3.3739226,14.759465,459.30325,-56.679955,-37.141235,1.0,464.37808,0.0042165387,2022-08-18 02:20:30
-11.896564,-1.3192934,-12.861872,17.569761,230.09826388888888,5.127323,20.37582,467.07678,-64.076065,-40.3399,1.0,473.24,0.014494285,2022-08-18 02:21:30
-12.732526,0.33322376,-13.965046,18.90108,230.09895833333334,7.7511435,28.040045,481.10675,-60.408558,-48.201527,1.0,487.29016,0.035855655,2022-08-18 02:22:30
-12.131006,-2.7807348,-14.215959,18.894106,230.09965277777778,8.364614,25.457088,468.94366,-39.936565,-39.897404,1.0,472.58322,0.031916715,2022-08-18 02:23:30
-15.084444,10.757721,1.5269401,18.590336,230.1003472222222,8.926951,25.25353,465.72028,-20.312141,-22.975101,1.0,467.5379,0.034624267,2022-08-18 02:24:30
-15.494173,13.463145,3.7462807,20.86529,230.10104166666667,9.722387,29.056253,475.78793,-3.997182,0.8334417,1.0,476.9211,0.039628804,2022-08-18 02:25:30
-16.925144,12.760606,2.0302553,21.293556,230.1017361111111,9.937448,30.596642,482.81555,3.7552204,23.659529,0.6706038201236595,483.5026,0.04312544,2022-08-18 02:26:30
-17.539925,12.112857,1.726185,21.385742,230.10243055555554,7.605881,22.539558,471.3136,3.3273728,33.898617,1.0,472.60693,0.017758215,2022-08-18 02:27:30
-17.799623,12.060108,2.082287,21.601128,230.103125,8.492473,23.785791,478.87018,9.832059,51.57937,1.0,481.7952,0.021643335,2022-08-18 02:28:30
-17.729668,12.367142,1.8246862,21.693705,230.10381944444444,10.723134,30.217815,479.21686,6.8944426,46.801994,0.2333191527685184,481.55713,0.04373086,2022-08-18 02:29:30
-17.922852,12.378594,1.8570137,21.861076,230.1045138888889,10.18069,28.735294,475.7391,6.8430347,31.407698,1.0,476.8332,0.03697201,2022-08-18 02:30:30
-17.956676,12.550211,1.5137384,21.959995,230.10520833333334,10.967051,31.110674,477.4736,12.747155,25.01371,0.9417970391043751,478.34497,0.046264924,2022-08-18 02:31:30
-19.38117,10.952512,-0.95407635,22.282225,230.10590277777777,10.474183,29.556627,476.032,14.930692,29.736673,1.0,477.25003,0.0387365,2022-08-18 02:32:30
-19.399847,10.974258,-1.6278714,22.348118,230.10659722222223,10.24514,28.640112,476.06973,21.942808,27.462376,1.0,477.43405,0.035366576,2022-08-18 02:33:30
-18.907978,11.8263,-0.79543674,22.316042,230.10729166666667,9.542743,27.10894,475.3637,22.519053,27.329145,0.4954878403881313,476.70822,0.029598631,2022-08-18 02:34:30
-19.182226,11.2541,-3.1439912,22.461016,230.1079861111111,8.794043,25.571983,472.91446,16.546614,22.455278,1.0,473.9397,0.023958864,2022-08-18 02:35:30
-19.768286,9.614268,-5.791956,22.732489,230.10868055555557,,,,,,1.0,,,2022-08-18 02:36:30
-19.51623,9.496174,-7.0343413,22.8154,230.109375,,,,,,1.0,,,2022-08-18 02:37:30
-19.609005,9.160229,-7.682877,22.966269,230.11006944444443,7.95912,22.843658,466.24353,12.3575535,-3.1142318,1.0,466.54498,0.016550958,2022-08-18 02:38:30
-19.765911,8.126999,-8.635921,23.050346,230.1107638888889,7.846839,24.311544,471.61887,19.182259,-4.527457,1.0,472.03824,0.01834732,2022-08-18 02:39:30
-20.096518,7.4485917,-8.690192,23.127277,230.11145833333333,7.093312,22.00938,469.49203,26.376398,-5.3182487,1.0,470.281,0.013502784,2022-08-18 02:40:30
-20.336855,7.1466403,-8.8249445,23.292526,230.11215277777777,6.140166,18.896954,469.3614,36.618076,8.659918,1.0,470.9427,0.008494507,2022-08-18 02:41:30
-19.962772,6.917721,-8.666171,22.83571,230.11284722222223,5.4947906,17.347885,470.11322,49.19744,11.786583,1.0,472.84128,0.0066653476,2022-08-18 02:42:30
-19.633888,5.8169246,-7.8812428,21.941744,230.11354166666666,5.536232,16.752117,469.3736,44.01606,12.98136,1.0,471.6327,0.006782956,2022-08-18 02:43:30
-20.21888,4.8858876,-7.911628,22.254637,230.1142361111111,5.8562465,17.106733,466.7613,30.573187,7.9870296,1.0,467.99356,0.0072731087,2022-08-18 02:44:30
-20.338951,3.7613642,-7.5276356,22.011045,230.11493055555556,6.911397,19.706657,471.36484,47.962482,32.74925,1.0,477.969,0.011644426,2022-08-18 02:45:30
-20.57084,6.8072133,-3.3510356,21.92549,230.115625,8.031386,22.55566,481.32504,92.28869,83.66092,1.0,497.42874,0.017865311,2022-08-18 02:46:30
-19.093458,9.9627695,-0.5791571,21.544195,230.11631944444446,7.1459723,20.449091,466.3187,51.99516,68.60292,1.0,474.27612,0.013531828,2022-08-18 02:47:30
